PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ShortName,HeightFeet,HeightInches,TeamID,GlobalTeamID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
23570,BAL,11,Jordan,Stout,P,Active,"6'3""",209,1998-08-04T00:00:00,Penn State,2,P,True,ST,Jordan Stout,26,J.Stout,6,3,3,3,8299110.0,,,,
24279,BAL,12,Malik,Cunningham,WR,Practice Squad,"6'1""",186,1998-10-06T00:00:00,Louisville,1,WR,True,OFF,Malik Cunningham,25,M.Cunningham,6,1,3,3,8336054.0,http://cdn.usatsimg.com/api/download/?imageID=24050109,http://cdn.usatsimg.com/api/download/?imageID=24050110,2024-08-22T10:59:40,2024-08-22T10:59:44
25111,BAL,13,Devin,Leary,QB,Practice Squad,"6'1""",216,1999-09-10T00:00:00,Kentucky,0,QB,True,OFF,Devin Leary,25,D.Leary,6,1,3,3,8343917.0,,,,
23263,BAL,14,Kyle,Hamilton,S,Active,"6'4""",224,2001-03-16T00:00:00,Notre Dame,2,DB,True,DEF,Kyle Hamilton,23,K.Hamilton,6,4,3,3,8299074.0,http://cdn.usatsimg.com/api/download/?imageID=24050070,http://cdn.usatsimg.com/api/download/?imageID=24050060,2024-08-22T10:48:43,2024-08-22T10:48:13
16781,BAL,15,Nelson,Agholor,WR,Active,"6'0""",200,1993-05-24T00:00:00,USC,5,WR,True,OFF,Nelson Agholor,31,N.Agholor,6,0,3,3,8313622.0,http://cdn.usatsimg.com/api/download/?imageID=24050072,http://cdn.usatsimg.com/api/download/?imageID=24050071,2024-08-22T10:49:39,2024-08-22T10:49:33
22604,BAL,16,Tylan,Wallace,WR,Active,"5'11""",202,1999-05-13T00:00:00,Oklahoma State,2,WR,True,OFF,Tylan Wallace,25,T.Wallace,5,11,3,3,8274730.0,http://cdn.usatsimg.com/api/download/?imageID=24052428,http://cdn.usatsimg.com/api/download/?imageID=24052426,2024-08-22T15:34:52,2024-08-22T15:34:48
6489,BAL,17,Josh,Johnson,QB,Active,"6'3""",214,1986-05-15T00:00:00,San Diego,5,QB,True,OFF,Josh Johnson,38,J.Johnson,6,3,3,3,8313650.0,,,,
21810,BAL,18,Tyler,Huntley,QB,Practice Squad,"6'1""",205,1998-02-03T00:00:00,Utah,3,QB,True,OFF,Tyler Huntley,26,T.Huntley,6,1,3,3,8344008.0,http://cdn.usatsimg.com/api/download/?imageID=24133272,http://cdn.usatsimg.com/api/download/?imageID=24133273,2024-09-01T10:32:58,2024-09-01T10:33:06
17691,BAL,21,Brandon,Stephens,DB,Active,"6'1""",215,1997-12-29T00:00:00,Southern Methodist,2,DB,True,DEF,Brandon Stephens,26,B.Stephens,6,1,3,3,8274723.0,http://cdn.usatsimg.com/api/download/?imageID=24052207,http://cdn.usatsimg.com/api/download/?imageID=24052209,2024-08-22T15:15:53,2024-08-22T15:16:01
17959,BAL,22,Derrick,Henry,RB,Active,"6'2""",247,1994-01-04T00:00:00,Alabama,5,RB,True,OFF,Derrick Henry,30,D.Henry,6,2,3,3,8343906.0,http://cdn.usatsimg.com/api/download/?imageID=24051372,http://cdn.usatsimg.com/api/download/?imageID=24051370,2024-08-22T13:49:50,2024-08-22T13:49:45
24086,BAL,23,Trenton,Simpson,ILB,Active,"6'2""",235,2001-06-14T00:00:00,Clemson,1,LB,True,DEF,Trenton Simpson,23,T.Simpson,6,2,3,3,8313673.0,http://cdn.usatsimg.com/api/download/?imageID=24052053,http://cdn.usatsimg.com/api/download/?imageID=24052054,2024-08-22T15:08:56,2024-08-22T15:09:01
25220,BAL,24,Beau,Brade,S,Active,"6'0""",209,2002-01-29T00:00:00,Maryland,0,DB,True,DEF,Beau Brade,22,B.Brade,6,0,3,3,8343897.0,,,,
21116,BAL,25,Ka'dar,Hollman,CB,Practice Squad,"6'0""",196,1994-09-18T00:00:00,Toledo,2,DB,True,DEF,Ka'dar Hollman,29,K.Hollman,6,0,3,3,8343907.0,http://cdn.usatsimg.com/api/download/?imageID=21368258,http://cdn.usatsimg.com/api/download/?imageID=21368259,2023-09-08T07:46:10,2023-09-08T07:46:25
25045,BAL,26,Rasheen,Ali,RB,Injured Reserve,"5'11""",212,2001-02-16T00:00:00,Marshall,0,RB,True,OFF,Rasheen Ali,23,R.Ali,5,11,3,3,8343895.0,,,,
25008,BAL,27,T.J.,Tampa,CB,Active,"6'1""",199,2002-03-13T00:00:00,Iowa State,0,DB,True,DEF,T.J. Tampa,22,T.Tampa,6,1,3,3,8343930.0,,,,
25351,BAL,28,Sanoussi,Kane,S,Active,"5'11""",210,2001-10-06T00:00:00,Purdue,0,DB,True,DEF,Sanoussi Kane,22,S.Kane,5,11,3,3,8343914.0,,,,
22760,BAL,29,Ar'Darius,Washington,S,Active,"5'8""",180,1999-11-02T00:00:00,TCU,2,DB,True,DEF,Ar'Darius Washington,24,A.Washington,5,8,3,3,8274731.0,http://cdn.usatsimg.com/api/download/?imageID=24052441,http://cdn.usatsimg.com/api/download/?imageID=24052437,2024-08-22T15:35:16,2024-08-22T15:35:09
20887,BAL,30,Trayvon,Mullen,CB,Injured Reserve,"6'2""",194,1997-09-20T00:00:00,Clemson,3,DB,True,DEF,Trayvon Mullen,26,T.Mullen,6,2,3,3,8313663.0,http://cdn.usatsimg.com/api/download/?imageID=24051772,http://cdn.usatsimg.com/api/download/?imageID=24051771,2024-08-22T14:39:23,2024-08-22T14:39:14
25210,BAL,31,Bump,Cooper Jr.,CB,Practice Squad,"5'11""",192,2001-08-31T00:00:00,Oregon State,0,DB,True,DEF,Bump Cooper Jr.,23,B.Cooper Jr.,5,11,3,3,8343901.0,,,,
18937,BAL,32,Marcus,Williams,S,Active,"6'1""",204,1996-09-08T00:00:00,Utah,4,DB,True,DEF,Marcus Williams,28,M.Williams,6,1,3,3,8299125.0,http://cdn.usatsimg.com/api/download/?imageID=24052463,http://cdn.usatsimg.com/api/download/?imageID=24052464,2024-08-22T15:39:08,2024-08-22T15:39:15
19957,BAL,33,John,Kelly,RB,Practice Squad,"5'10""",205,1996-10-04T00:00:00,Tennessee,1,RB,True,OFF,John Kelly,27,J.Kelly,5,10,3,3,8343915.0,,,,
24214,BAL,34,Keaton,Mitchell,RB,Physically Unable to Perform,"5'8""",191,2002-01-17T00:00:00,East Carolina,1,RB,True,OFF,Keaton Mitchell,22,K.Mitchell,5,8,3,3,8313661.0,,,,
24706,BAL,36,Owen,Wright,RB,Injured Reserve,"5'9""",217,1999-02-28T00:00:00,Monmouth,1,RB,True,OFF,Owen Wright,25,O.Wright,5,9,3,3,8313679.0,http://cdn.usatsimg.com/api/download/?imageID=24052466,http://cdn.usatsimg.com/api/download/?imageID=24052465,2024-08-22T15:40:33,2024-08-22T15:40:27
25050,BAL,38,Chris,Collier,RB,Practice Squad,"5'11""",210,2000-03-24T00:00:00,Lock Haven,0,RB,True,OFF,Chris Collier,24,C.Collier,5,11,3,3,8343900.0,,,,
19004,BAL,39,Eddie,Jackson,FS,Active,"6'0""",202,1993-12-10T00:00:00,Alabama,4,DB,True,DEF,Eddie Jackson,30,E.Jackson,6,0,3,3,8343910.0,http://cdn.usatsimg.com/api/download/?imageID=24051440,http://cdn.usatsimg.com/api/download/?imageID=24051439,2024-08-22T14:02:54,2024-08-22T14:02:50
21996,BAL,40,Malik,Harrison,LB,Active,"6'3""",255,1998-03-05T00:00:00,Ohio State,3,LB,True,DEF,Malik Harrison,26,M.Harrison,6,3,3,3,8253790.0,http://cdn.usatsimg.com/api/download/?imageID=24051284,http://cdn.usatsimg.com/api/download/?imageID=24051288,2024-08-22T13:39:50,2024-08-22T13:39:58
19209,BAL,42,Patrick,Ricard,FB,Active,"6'3""",300,1994-05-27T00:00:00,Maine,4,RB,True,OFF,Patrick Ricard,30,P.Ricard,6,3,3,3,8253838.0,http://cdn.usatsimg.com/api/download/?imageID=24051790,http://cdn.usatsimg.com/api/download/?imageID=24051794,2024-08-22T14:47:53,2024-08-22T14:47:59
20802,BAL,43,Justice,Hill,RB,Active,"5'10""",195,1997-11-14T00:00:00,Oklahoma State,3,RB,True,OFF,Justice Hill,26,J.Hill,5,10,3,3,8253791.0,,,,
18917,BAL,44,Marlon,Humphrey,CB,Active,"6'0""",203,1996-07-08T00:00:00,Alabama,4,DB,True,DEF,Marlon Humphrey,28,M.Humphrey,6,0,3,3,8253795.0,http://cdn.usatsimg.com/api/download/?imageID=24051394,http://cdn.usatsimg.com/api/download/?imageID=24051393,2024-08-22T13:54:11,2024-08-22T13:54:07
23630,BAL,45,Christian,Matthew,CB,Injured Reserve,"6'2""",197,1996-10-26T00:00:00,Valdosta State,2,DB,True,DEF,Christian Matthew,27,C.Matthew,6,2,3,3,8339170.0,http://cdn.usatsimg.com/api/download/?imageID=24051699,http://cdn.usatsimg.com/api/download/?imageID=24051700,2024-08-22T14:29:27,2024-08-22T14:29:32
21421,BAL,46,Nick,Moore,LS,Active,"6'2""",260,1992-12-09T00:00:00,Georgia,2,LS,True,ST,Nick Moore,31,N.Moore,6,2,3,3,8253827.0,,,,
25418,BAL,48,Joe,Evans,OLB,Practice Squad,"6'1""",252,1999-06-29T00:00:00,Iowa,0,LB,True,DEF,Joe Evans,25,J.Evans,6,1,3,3,8343903.0,,,,
20245,BAL,49,Chris,Board,ILB,Active,"6'2""",240,1995-07-23T00:00:00,North Dakota State,4,LB,True,DEF,Chris Board,29,C.Board,6,2,3,3,8343896.0,http://cdn.usatsimg.com/api/download/?imageID=24050103,http://cdn.usatsimg.com/api/download/?imageID=24050102,2024-08-22T10:58:00,2024-08-22T10:57:47
25162,BAL,50,Adisa,Isaac,OLB,Active,"6'4""",253,2001-10-04T00:00:00,Penn State,0,LB,True,DEF,Adisa Isaac,22,A.Isaac,6,4,3,3,8343908.0,,,,
23784,BAL,51,Josh,Ross,ILB,Active,"6'0""",229,1999-10-31T00:00:00,Michigan,1,LB,True,DEF,Josh Ross,24,J.Ross,6,0,3,3,8299107.0,http://cdn.usatsimg.com/api/download/?imageID=19220723,http://cdn.usatsimg.com/api/download/?imageID=19220722,2022-10-12T16:54:13,2022-10-12T16:54:09
16467,BAL,53,Kyle,Van Noy,OLB,Active,"6'3""",255,1991-03-26T00:00:00,Brigham Young,6,LB,True,DEF,Kyle Van Noy,33,K.Van Noy,6,3,3,3,8315496.0,http://cdn.usatsimg.com/api/download/?imageID=24052370,http://cdn.usatsimg.com/api/download/?imageID=24052367,2024-08-22T15:26:39,2024-08-22T15:26:31
25597,BAL,56,Deion,Jennings,ILB,Injured Reserve,"6'0""",230,2000-06-19T00:00:00,Rutgers,0,LB,True,DEF,Deion Jennings,24,D.Jennings,6,0,3,3,8343911.0,,,,
18481,BAL,58,Michael,Pierce,NT,Active,"6'0""",355,1992-11-06T00:00:00,Samford,4,DL,True,DEF,Michael Pierce,31,M.Pierce,6,0,3,3,8299104.0,http://cdn.usatsimg.com/api/download/?imageID=24051779,http://cdn.usatsimg.com/api/download/?imageID=24051780,2024-08-22T14:44:48,2024-08-22T14:44:54
24814,BAL,59,Malik,Hamm,OLB,Injured Reserve,"6'3""",255,2000-08-26T00:00:00,Lafayette,1,LB,True,DEF,Malik Hamm,24,M.Hamm,6,3,3,3,8313643.0,,,,
25293,BAL,61,Nick,Samac,C,Active,"6'4""",314,2001-08-21T00:00:00,Michigan State,0,OL,True,OFF,Nick Samac,23,N.Samac,6,4,3,3,8343926.0,,,,
23278,BAL,64,Tyler,Linderbaum,C,Active,"6'2""",314,2000-04-07T00:00:00,Iowa,2,OL,True,OFF,Tyler Linderbaum,24,T.Linderbaum,6,2,3,3,8299085.0,http://cdn.usatsimg.com/api/download/?imageID=24051632,http://cdn.usatsimg.com/api/download/?imageID=24051630,2024-08-22T14:24:55,2024-08-22T14:24:52
21206,BAL,65,Patrick,Mekari,OL,Active,"6'4""",305,1997-08-13T00:00:00,California,3,OL,True,OFF,Patrick Mekari,27,P.Mekari,6,4,3,3,8253821.0,http://cdn.usatsimg.com/api/download/?imageID=24051701,http://cdn.usatsimg.com/api/download/?imageID=24051702,2024-08-22T14:31:50,2024-08-22T14:31:57
22743,BAL,66,Ben,Cleveland,G,Active,"6'6""",360,1998-08-25T00:00:00,Georgia,2,OL,True,OFF,Ben Cleveland,26,B.Cleveland,6,6,3,3,8274709.0,http://cdn.usatsimg.com/api/download/?imageID=24050107,http://cdn.usatsimg.com/api/download/?imageID=24050108,2024-08-22T10:58:58,2024-08-22T10:59:11
25451,BAL,67,Corey,Bullock,OT,Practice Squad,"6'3""",314,2001-12-09T00:00:00,Maryland,0,OL,True,OFF,Corey Bullock,22,C.Bullock,6,3,3,3,8343899.0,,,,
25709,BAL,68,C.J.,Ravenell,DE,Practice Squad,"6'5""",292,2000-07-07T00:00:00,Missouri Western State,0,DL,True,DEF,C.J. Ravenell,24,C.Ravenell,6,5,3,3,8343921.0,,,,
24948,BAL,70,Roger,Rosengarten,OT,Active,"6'5""",316,2002-06-03T00:00:00,Washington,0,OL,True,OFF,Roger Rosengarten,22,R.Rosengarten,6,5,3,3,8343925.0,,,,
24388,BAL,71,Malaesala,Aumavae-Laulu,OL,Active,"6'5""",344,1999-05-25T00:00:00,Oregon,1,OL,True,OFF,Malaesala Aumavae-Laulu,25,M.Aumavae-Laulu,6,5,3,3,8313626.0,,,,
24445,BAL,72,Andrew,Vorhees,OL,Active,"6'6""",320,1999-01-21T00:00:00,USC,1,OL,True,OFF,Andrew Vorhees,25,A.Vorhees,6,6,3,3,8313678.0,,,,
22029,BAL,74,Josh,Jones,OL,Active,"6'5""",339,1997-06-22T00:00:00,Houston,3,OL,True,OFF,Josh Jones,27,J.Jones,6,5,3,3,8343913.0,http://cdn.usatsimg.com/api/download/?imageID=24051497,http://cdn.usatsimg.com/api/download/?imageID=24051494,2024-08-22T14:13:23,2024-08-22T14:13:16
25454,BAL,76,Darrian,Dalcourt,G,Practice Squad,"6'3""",320,2000-09-17T00:00:00,Alabama,0,OL,True,OFF,Darrian Dalcourt,23,D.Dalcourt,6,3,3,3,8343902.0,,,,
23264,BAL,77,Daniel,Faalele,OL,Active,"6'8""",380,1999-11-09T00:00:00,Minnesota,2,OL,True,OFF,Daniel Faalele,24,D.Faalele,6,8,3,3,8299066.0,http://cdn.usatsimg.com/api/download/?imageID=24050111,http://cdn.usatsimg.com/api/download/?imageID=24050112,2024-08-22T11:00:21,2024-08-22T11:00:27
17921,BAL,79,Ronnie,Stanley,OT,Active,"6'6""",310,1994-03-18T00:00:00,Notre Dame,5,OL,True,OFF,Ronnie Stanley,30,R.Stanley,6,6,3,3,8253855.0,http://cdn.usatsimg.com/api/download/?imageID=24052157,http://cdn.usatsimg.com/api/download/?imageID=24052153,2024-08-22T15:13:35,2024-08-22T15:13:30
23256,BAL,80,Isaiah,Likely,TE,Active,"6'4""",247,2000-04-18T00:00:00,Coastal Carolina,2,TE,True,OFF,Isaiah Likely,24,I.Likely,6,4,3,3,8299084.0,http://cdn.usatsimg.com/api/download/?imageID=24051600,http://cdn.usatsimg.com/api/download/?imageID=24051597,2024-08-22T14:23:46,2024-08-22T14:23:41
24978,BAL,81,Devontez,Walker,WR,Active,"6'1""",198,2001-06-19T00:00:00,North Carolina,0,WR,True,OFF,Devontez Walker,23,D.Walker,6,1,3,3,8343933.0,,,,
25455,BAL,82,Dayton,Wade,WR,Practice Squad,"5'9""",184,2000-09-08T00:00:00,Mississippi,0,WR,True,OFF,Dayton Wade,24,D.Wade,5,9,3,3,8343932.0,http://cdn.usatsimg.com/api/download/?imageID=24052386,http://cdn.usatsimg.com/api/download/?imageID=24052387,2024-08-22T15:29:06,2024-08-22T15:29:12
25711,BAL,83,Qadir,Ismail,TE,Practice Squad,"6'6""",215,2000-02-17T00:00:00,Samford,0,TE,True,OFF,Qadir Ismail,24,Q.Ismail,6,6,3,3,8343909.0,,,,
20071,BAL,87,Keith,Kirkwood,WR,Practice Squad,"6'3""",210,1993-12-26T00:00:00,Temple,3,WR,True,OFF,Keith Kirkwood,30,K.Kirkwood,6,3,3,3,8343916.0,,,,
23135,BAL,88,Charlie,Kolar,TE,Active,"6'6""",267,1999-02-10T00:00:00,Iowa State,2,TE,True,OFF,Charlie Kolar,25,C.Kolar,6,6,3,3,8299082.0,http://cdn.usatsimg.com/api/download/?imageID=24051557,http://cdn.usatsimg.com/api/download/?imageID=24051555,2024-08-22T14:21:48,2024-08-22T14:21:42
19803,BAL,89,Mark,Andrews,TE,Active,"6'5""",250,1995-09-06T00:00:00,Oklahoma,4,TE,True,OFF,Mark Andrews,29,M.Andrews,6,5,3,3,8253720.0,http://cdn.usatsimg.com/api/download/?imageID=24050073,http://cdn.usatsimg.com/api/download/?imageID=24050074,2024-08-22T10:50:11,2024-08-22T10:50:26
23369,BAL,90,David,Ojabo,OLB,Active,"6'4""",252,2000-05-17T00:00:00,Michigan,2,LB,True,DEF,David Ojabo,24,D.Ojabo,6,4,3,3,8299098.0,http://cdn.usatsimg.com/api/download/?imageID=24051774,http://cdn.usatsimg.com/api/download/?imageID=24051773,2024-08-22T14:40:03,2024-08-22T14:39:57
21900,BAL,92,Nnamdi,Madubuike,DT,Active,"6'3""",305,1997-11-17T00:00:00,Texas A&M,3,DL,True,DEF,Nnamdi Madubuike,26,N.Madubuike,6,3,3,3,8253811.0,,,,
23888,BAL,94,Adedayo,Odeleye,DE,Practice Squad,"6'5""",271,1997-10-17T00:00:00,Loughborough (England),1,DL,True,DEF,Adedayo Odeleye,26,A.Odeleye,6,5,3,3,,,,,
24275,BAL,95,Tavius,Robinson,OLB,Active,"6'6""",262,1999-01-03T00:00:00,Mississippi,1,LB,True,DEF,Tavius Robinson,25,T.Robinson,6,6,3,3,8313669.0,,,,
21886,BAL,96,Broderick,Washington,DL,Active,"6'2""",315,1996-12-04T00:00:00,Texas Tech,3,DL,True,DEF,Broderick Washington,27,B.Washington,6,2,3,3,8253874.0,http://cdn.usatsimg.com/api/download/?imageID=24052456,http://cdn.usatsimg.com/api/download/?imageID=24052454,2024-08-22T15:35:59,2024-08-22T15:35:57
16100,BAL,97,Brent,Urban,DE,Active,"6'7""",309,1991-05-05T00:00:00,Virginia,6,DL,True,DEF,Brent Urban,33,B.Urban,6,7,3,3,8299112.0,http://cdn.usatsimg.com/api/download/?imageID=24052348,http://cdn.usatsimg.com/api/download/?imageID=24052349,2024-08-22T15:24:03,2024-08-22T15:24:09
23522,BAL,98,Travis,Jones,DT,Active,"6'4""",338,1999-10-15T00:00:00,Connecticut,2,DL,True,DEF,Travis Jones,24,T.Jones,6,4,3,3,8299081.0,,,,
22867,BAL,99,Odafe,Oweh,OLB,Active,"6'5""",255,1998-12-15T00:00:00,Penn State,2,LB,True,DEF,Odafe Oweh,25,O.Oweh,6,5,3,3,8274718.0,http://cdn.usatsimg.com/api/download/?imageID=24051776,http://cdn.usatsimg.com/api/download/?imageID=24051775,2024-08-22T14:41:13,2024-08-22T14:41:10
